company_name,contact,address,city,state,zip,country,phone,email,fax,notes,operations,commodities,url
Produce Plus Inc,,8 Greenwood Ave,ROMEOVILLE,IL,60446-1341,USA,(815) 372-9300,,(815) 293-3701,,"Buying Broker, Broker, Distributor, Importer, Shipper, Produce,","Apples, Asparagus, Broccoli, Cauliflower, Fruits, Lettuce, Oriental Vegetables, Pears, Strawberries, Vegetables,",
Pueblo Fruits Inc,,5821 MIDWAY PARK BLVD NE STE G,ALBUQUERQUE,NM,87109-5823,USA,(505) 344-2554,john@pueblofruits.com,(505) 344-2786,,"Distributor, Jobber, Shipper, Produce,","Bananas, Tomatoes,",
Pure Hothouse Foods Corp,,PO Box 607,LEAMINGTON,Ontario,N8H-3X4,CANADA,(519) 326-8444,,(519) 326-7960,,"Commission Merchant, Exporter, Grower, Importer, Shipper, Produce,","Cucumbers, Fruits, Tomatoes, Vegetables,",
Quality Produce LLC,,PO Box 510688,SALT LAKE CITY,UT,84151-0688,USA,(801) 363-6369,qpcsls@qwest.net,(801) 359-1805,,"Food Service, Jobber, Repacker, Shipper, Produce,","Fruits, Lettuce, Mixed Vegetables, Onions, Tomatoes, Vegetables,",
"Quebedeaux Produce Inc, Harold",,PO BOX 366,MANSURA,LA,71350-0366,USA,(318) 964-2143,,(318) 964-2837,,"Grower, Shipper, Produce,","PMA Member, Sweet Potatoes, Yam,",
"Quebedeaux Produce Inc, Harold",,13770 Hwy 17 N,OAK GROVE,LA,71263-7400,USA,(318) 428-2642,,(318) 428-9489,,"Packer, Shipper, Produce,","Sweet Potatoes,",
R A Produce Inc,,742 N Thompson Rd,NIPOMO,CA,93444,USA,(805) 473-2711,raproduce@msn.com,(805) 473-1127,,"Buying Broker, Broker, Distributor, Shipper, Produce,","Artichokes, Asparagus, Avocados, Broccoli, Brussels Sprouts, Cabbage, Cantaloupes, Carrots, Cauliflower, Celery, Chili, Cucumbers, Escarole, Fruits, Green Beans, Green Onions, Green Peas, Lettuce, Mixed Vegetables, Onions, Peppers, Potatoes, Romaine, Spinach, Squash, Strawberries, Sweet Corn, Vegetables, Watermelons,",
R.A.M. Produce Distributors LLC,,340 S OAKWOOD,DETROIT,MI,48217-1453,USA,(313) 841-9200,,(313) 841-9208,,"Distributor, Packer, Repacker, Wholesaler, Produce,","Asparagus, Avocados, Beets, Bibb Lettuce, Blackberries, Blueberries, Boston/Butterhead, Broccoli, Cabbage, Carrots, Cauliflower, Celery, Chili, Cucumbers, Eggplant, Endive, Figs, Green Beans, Green Onions, Green Peas, Iceberg Lettuce, Kiwi, Leeks, Lettuce, Limes, Looseleaf Lettuce, Mangoes, Okra, Onions, Oranges, Peppers, Radishes, Raspberries, Romaine, Rutabaga, Salads, Spinach, Squash, Strawberries, Sweet Corn, Sweet Potatoes, Tomatoes,",
Race West Company,,The Philip L Cutler Bldg,CLARKS SUMMIT,PA,18411-1704,USA,(570) 586-5700,spudsrus@epix.net,(570) 586-5233,,"Distributor, Grower, Shipper, Produce,","Apples, Asparagus, Carrots, Cherries, Fruits, Onions, Organic, Parsnips, PMA Member, Potatoes, Squash, Strawberries, Sweet Potatoes, Vegetables,",Http://www.race-west.com
Rast Produce Company Inc,,PO BOX 256,VISALIA,CA,93279-0256,USA,(559) 635-4900,,(559) 635-4988,,"Broker, Shipper, Produce,","Apples, Broccoli, Cantaloupes, Celery, Grapes, Kiwi, Lettuce, Nectarines, Oranges, Peaches, Pears, Plums, PMA Member,",Http://www.rastproduce.com
Rast Produce Company Inc,,PO Box 256,VISALIA,CA,93279,USA,(972) 978-7322,vic@rastproduce.com,(772) 978-4204,,"Broker, Shipper, Produce,","Apples, Apricots, Cantaloupes, Grapefruit, Grapes, Kiwi, Lemons, Nectarines, Oranges, Peaches, Pears, Plums,",
"Rawl & Sons Inc, Walter P",,824 Fairview Rd,PELION,SC,29123,USA,(803) 894-1900,ashley.rawl@rawl.net,(803) 894-1945,,"Distributor, Fresh Cut Processor, Grower, Packer, Shipper, Produce,","Beets, Collards, Eggplant, Fresh Cut, Green Onions, Greens, Herbs, Kale, Leeks, Mustard Greens, Radishes, Squash, Turnips, Zucchini,",Http://www.rawl.net
Ready Pac Produce Inc,,4401 FOXDALE ST,IRWINDALE,CA,91706-2196,USA,(626) 856-8686,,(626) 480-8707,,"Corporate Headquarters, Fresh Cut Processor, Grower, Processor, Shipper, Produce,","Cabbage, Carrots, Celery, Coleslaw, Cucumbers, Lettuce, Onions, Peppers, PMA Member, Potatoes, Radishes, Romaine, Saladmix,",Http://www.readypacproduce.com
"Renfroe Pecan Co, J W",,PO Box 721,NASHVILLE,GA,31639,USA,(229) 686-2764,ghamil1@cs.com,(229) 686-9266,,"Buying Broker, Shipper, Produce,","Pecans,",
Ridgetop Orchards,,2953 Valley Rd,FISHERTOWN,PA,15539,USA,(814) 839-4181,,(814) 839-4897,,"Grower, Packer, Shipper, Produce,","Apples, Cherries, Nectarines, Peaches, Plums,",Http://www.ridgetoporchards.com
Rigby Produce,,396 N Yellowstone Hwy,RIGBY,ID,83442-0628,USA,(208) 745-7717,,(208) 745-9278,,"Grower, Packer, Shipper, Produce,","PMA Member, Potatoes,",Http://www.rigbyproduce.com
River City Produce Sales,,2630 5TH ST,SACRAMENTO,CA,95818-2829,USA,(916) 442-6595,,(916) 442-9265,,"Buying Broker, Broker, Shipper, Produce,","Fruits, Vegetables,",
Riveridge Produce Marketing Inc,,9000 Fruit Ridge Ave NW,SPARTA,MI,49345-9724,USA,(616) 887-6873,,(616) 887-6874,,"Buying Broker, Exporter, Sales Agency, Shipper, Produce,","Apples, Asparagus, Fruits, Onions, Peaches, PMA Member, UFFVA Member, Vegetables,",Http://www.riveridgeproduce.com
"Robinson Co Inc, Ruby",,100 LEXINGTON DR STE 201,BUFFALO GROVE,IL,60089-6937,USA,(847) 808-3030,Rob@rubyrobinson.com,(847) 808-3246,,"Buying Broker, Distributor, Grower, Produce,","Apples, Fruits, Onions, PMA Member, Potatoes, Vegetables, Watermelons,",
"Robinson Co Inc, Ruby",,"100 Lexington Dr, Ste 201",BUFFALO GROVE,IL,60089,USA,(631) 208-1269,,(631) 208-1462,,"Buying Broker, Distributor, Grower, Produce,","Apples, Fruits, Onions, Potatoes, Vegetables, Watermelons,",
"Robinson Co, C H",,"17330 Wright St, Ste 201",OMAHA,NE,68130-2157,USA,(402) 896-8220,,(402) 896-9383,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,10801 Mastin St #520,OVERLAND PARK,KS,66210-1680,USA,(913) 681-6750,,(913) 402-5544,,"Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,"12300 Old Tesson Rd, Ste 300-B",ST LOUIS,MO,63128-2230,USA,(314) 842-8300,,(314) 842-8365,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,13551 Triton Park Blvd #1500,LOUISVILLE,KY,40223-4200,USA,(800) 779-7386,steve.nelson@chrobinson.com,(502) 245-1823,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,"1200 International Pkwy, Ste 150",WOODRIDGE,IL,60517-4975,USA,(630) 783-8760,,(630) 783-8790,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,"8100 Mitchell Rd, Ste 1400",EDEN PRAIRIE,MN,55344,USA,(309) 689-5041,todd.bernitt@chrobinson.com,(309) 689-5089,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,603 Brooklyn Park,MILFORD,OH,45150,USA,(513) 965-4150,,(513) 576-0720,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,"3 Summit Park Dr, Ste 500",INDEPENDENCE,OH,44131-2582,USA,(216) 643-3255,steve.nelson@chrobinson.com,(216) 643-3293,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Onions, Potatoes, Vegetables,",
"Robinson Co, C H",,3 Highwood Dr,TEWKSBURY,MA,1876,USA,(978) 863-1700,damian.comito@chrobinson.com,(978) 863-1790,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,3380 Camp Creek Pkwy SW,ATLANTA,GA,30331-6247,USA,(404) 494-8725,blair.greenhill@chrobinson.com,(678) 344-2143,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",Http://www.chrobinson.com
"Robinson Co, C H",,8100 MITCHELL RD STE 200,EDEN PRAIRIE,MN,55344-2248,USA,(952) 937-2900,terry.schreifels@chrobinson.com,(952) 983-5695,,"Broker, Customs Broker, Distributor, Exporter, Fresh Cut Processor, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","PMA Member,",
"Robinson Co, C H",,1222 FOREST PKWY STE 120,PAULSBORO,NJ,08066-1752,USA,(856) 224-0008,david.mostoller@chrobinson.com,(856) 423-5601,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,8100 MITCHELL RD,EDEN PRAIRIE,MN,55344-2051,USA,(952) 937-8500,,(952) 937-6714,,"Broker, Corporate Headquarters, Customs Broker, Distributor, Executive Headquarters, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,60 Abele Rd #1101,BRIDGEVILLE,PA,15017-3467,USA,(412) 220-6000,bela.suich@chrobinson.com,(412) 220-6005,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,"3082 W Maple Loop Dr, Ste 201",LEHI,UT,84043-5797,USA,(801) 224-9111,john.pearson@chrobinson.com,(801) 973-8395,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,"920 N Argonne Rd, Ste 309",SPOKANE VALLEY,WA,99212-2722,USA,(509) 928-4969,jim.thorne@chrobinson.com,(509) 928-4969,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,8100 MITCHELL RD STE 200,EDEN PRAIRIE,MN,55344-2248,USA,,,,,"Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,"20860 N Tatum Blvd, Ste 350",PHOENIX,AZ,85050-4285,USA,(480) 607-1220,,(480) 607-1221,,"Broker, Customs Broker, Distributor, Exporter, Freight Contractor, Importer, Intermodal Transp, Repacker, Shipper, Produce, Transportation,","Fruits, Vegetables,",
"Robinson Co, C H",,609-611 N Akers St,VISALIA,CA,93291-9406,USA,(559) 741-2115,,(559) 625-2750,,"Distributor, Exporter, Shipper, Produce,","Fruits, Inspection Services, Melons, Melons, Strawberries,",Http://www.thefresh1.com
Robling & Catalani Inc,,PO BOX 609,NOGALES,AZ,85628-0609,USA,(520) 281-1811,,(520) 281-2350,,"Buying Broker, Broker, Food Service, Shipper, Produce,","Asparagus, Cherry Tomatoes, Citrus Fruits, Cucumbers, Eggplant, Fruits, Mixed Vegetables, Peppers, Squash, Tomatoes, Vegetables,",
Roland Marketing Inc,,7000 HIGHWAY 65 NE,FRIDLEY,MN,55432-3358,USA,(763) 571-3590,dan@rolandmarketing.com,(763) 571-3212,,"Broker, Distributor, Shipper, Produce,","Apples, Asparagus, Cantaloupes, Carrots, Cherries, Citrus Fruits, Cranberries, Fruits, Grapefruit, Grapes, Honeydew Melons, Lettuce, Mangoes, Melons, Nectarines, Onions, Onions, Oranges, Oranges, Organic, Papayas, Peaches, Pears, Pears, Plums, PMA Member, Potatoes, Potatoes, Strawberries, Sweet Corn, Vegetables, Watermelons,",
Rosemont Farms Corporation,,5 Calle Cristina,NOGALES,AZ,95648,USA,(520) 287-0746,,,,"Buying Broker, Shipper, Produce,","Fruits, Vegetables,",Http://www.rosemontfarms.com
Rosemont Farms Corporation,,2488 West NC403 Hwy,FAISON,NC,28341,USA,(910) 267-0255,,(910) 267-0288,,"Buying Broker, Exporter, Importer, Repacker, Shipper, Produce,","Artichokes, Asparagus, Berries, Blueberries, Broccoli, Cabbage, Cantaloupes, Carrots, Cauliflower, Celery, Cherry Tomatoes, Citrus Fruits, Collards, Cucumbers, Eggplant, Endive, Escarole, Green Beans, Green Peas, Greens, Kale, Mangoes, Organic, Peaches, Peppers, Potatoes, Radishes, Raspberries, Squash, Strawberries, Sweet Corn, Tomatoes,",Http://www.rosemontfarms.com
Rosemont Farms Corporation,,241 Ty Ty Omega Rd,TIFTON,GA,31793,USA,(877) 382-7007,,(229) 382-0903,,"Grower, Shipper, Produce,","Fruits, Vegetables,",Http://www.rosemontfarms.com
Rosemont Farms Corporation,,7945 Old Hwy 51N,COBDEN,IL,62920,USA,(618) 893-4000,,(618) 893-4040,,"Grower, Shipper, Produce,","Fruits, Vegetables,",Http://www.rosemontfarms.com
"Roy Farm of FL LLC, Earl",,340 Industrial Blvd,MANSURA,LA,71350,USA,(318) 327-5769,earlroycompanies@yahoo.com,(318) 240-9924,,"Grower, Shipper, Produce,","Watermelons,",
"Roy Sweet Potato Co LLC, Earl",,PO Box 134,HESSMER,LA,71341-0134,USA,(318) 563-4560,earlroycompanies@yahoo.com,(318) 563-4400,,"Packer, Shipper, Produce,","Sweet Potatoes,",
Royal Packing Co,,PO BOX 2018,MONTEREY,CA,93942-2018,USA,(831) 424-0644,,(831) 424-0762,,"Grower, Produce,","Lettuce, PMA Member,",
"Rubin & Son Inc, Jack",,"6374 N Lincoln Ave, Ste 402",CHICAGO,IL,60659-1275,USA,(773) 478-1100,rubinspuds@aol.com,(773) 478-1300,,"Distributor, Grower, Shipper, Produce,","Potatoes, Seed Potatoes,",
Rusler Produce Inc,,PO BOX 69,AVONDALE,CO,81022-0069,USA,(719) 947-3361,tomrusler@aculink.net,(719) 947-3364,,"Grower, Shipper, Produce,","Green Beans, Onions, Peppers,",
Russo Farms Inc,,1962 S EAST AVE,VINELAND,NJ,08360-7198,USA,(856) 692-5942,damian@russofarms.com,(856) 692-8534,,"Grower, Shipper, Produce,","Asparagus, Beets, Blueberries, Broccoli, Cabbage, Celery, Cucumbers, Endive, Escarole, Green Beans, Green Onions, Lettuce, Onions, Peaches, Peppers, Radishes, Spinach, Squash, Turnips,",Http://www.russofarms.com
Ryan Potato Co,,PO BOX 388,EAST GRAND FORKS,MN,56721-0388,USA,(218) 773-1222,joan@ryanpotato.com,(218) 773-6591,,"Exporter, Grower, Packer, Shipper, Produce,","PMA Member, Potatoes, Seed Potatoes,",Http://www.ryanpotato.com
Ryan Potato Co,,,GRAND FORKS,ND,00-,USA,,,,,"Exporter, Grower, Packer, Shipper, Produce,","Potatoes, Seed Potatoes,",
S M P Marketing LLC,,6820 M 140,EAU CLAIRE,MI,49111,USA,(269) 461-6780,,(269) 461-6193,,"Buying Broker, Sales Agency, Shipper, Produce,","Apples, Cabbage, Cantaloupes, Carrots, Celery, Cucumbers, Eggplant, Fresh Cut, Fruits, Grapefruit, Grapes, Green Beans, Green Peas, Greens, Honeydew Melons, Nectarines, Nuts, Okra, Peaches, Peppers, Potatoes, Radishes, Squash, Strawberries, Sweet Corn, Tangerines, Tomatoes, Turnips, Vegetables,",Http://www.smpmarketingllc.com
S S K Produce Inc,,1011 LONG BEACH AVE,LOS ANGELES,CA,90021-2361,USA,(213) 689-0978,sskla@sbcglobal.net,(213) 689-9894,,"Grower, Importer, Jobber, Shipper, Produce,","Bitter Melon, Chili, Coconuts, Eggplant, Fruits, Green Beans, Lemon Grass, Mangoes, Oriental Fruits, Oriental Vegetables, Papayas, Squash, Tamarindo, Vegetables,",
Sandy Valley Farm Inc,,PO BOX 26936,LAS VEGAS,NV,89126-0936,USA,(702) 737-7331,,(702) 737-7313,,"Fresh Cut Processor, Grower, Packer, Shipper, Produce,","Carrots, Garlic, Green Beans, Onions, Potatoes, Shallots, Tomatoes,",
Santa Maria Produce Marketing Inc,,PO BOX 14740,SAN LUIS OBISPO,CA,93406-4740,USA,(805) 473-3860,gregsmpm@aol.com,(805) 473-3869,,"Buying Broker, Broker, Shipper, Produce,","Broccoli, Cantaloupes, Cauliflower, Celery, Green Peas, Honeydew Melons, Lettuce, Melons, Mixed Vegetables, Peppers, Squash, Strawberries, Vegetables,",
Santa Maria Produce Marketing Inc,,PO BOX 14740,SAN LUIS OBISPO,CA,93406-4740,USA,(805) 473-3860,gregsmpm@aol.com,(805) 473-3869,,"Buying Broker, Distributor, Shipper, Produce,","Broccoli, Cauliflower, Celery, Green Peas, Lettuce, Mixed Vegetables, Peppers, Squash, Strawberries, Vegetables,",
"Saulpaugh & Son Inc, Geo W",,1790 Route 9,GERMANTOWN,NY,12526-5512,USA,(518) 537-6500,,(518) 537-5555,,"Grower, Packer, Shipper, Produce,","Apples,",
"Schmieding Produce Co Inc, H C",,2092 W Relham Dr,LOXLEY,AL,36551,USA,(800) 633-1345,,,,"Shipper, Produce,","Potatoes, Sweet Potatoes,",
"Schmieding Produce Co Inc, H C",,PO BOX 369,SPRINGDALE,AR,72765-0369,USA,(479) 751-4602,,(479) 751-6831,,"Distributor, Shipper, Produce,","Cabbage, Carrots, Fruits, Onions, Potatoes, Pumpkins, Seed Potatoes, Sweet Potatoes, Vegetables, Watermelons,",
Schroeder Bros Farms Inc,,N 1435 Hwy Cty Rd D,ANTIGO,WI,54409-9143,USA,(715) 623-2689,johnt@sbfi.biz,(715) 627-4857,,"Grower, Shipper, Produce,","Potatoes, Seed Potatoes,",
"Schulz & Sons Inc, O C",,PO BOX 39,CRYSTAL,ND,58222-0039,USA,(701) 657-2152,ocschulz@polarcomm.com,(701) 657-2425,,"Grower, Packer, Shipper, Produce,","Potatoes,",
Severt & Sons Produce Inc,,State Farmers Market,COLUMBIA,SC,29201-0395,USA,(803) 256-1721,,(803) 256-1670,,"Grower, Jobber, Packer, Repacker, Shipper, Produce,","Fruits, Grape Tomatoes, Roma, Tomatoes, Vegetables,",
Severt & Sons Produce Inc,,"16 Forest Pkwy, Bldg D, Unit 1-17",FOREST PARK,GA,30297-2006,USA,(404) 366-3170,,(404) 366-1707,,"Food Service, Grower, Packer, Shipper, Produce,","Fruits, Grape Tomatoes, Roma, Tomatoes, Vegetables,",
Shamrock Trading International Inc,,1892 Forest Dr,WILLIAMSTOWN,NJ,8094,USA,(856) 629-9159,,(856) 629-7809,,"Broker, Importer, Shipper, Produce,","Berries, Cantaloupes, Fruits, Grapes, Vegetables,",
Shenandoah Growers Inc,,3453 Koehn Drive,HARRISONBURG,VA,22802-1770,USA,(540) 896-6939,timothy@freshherbs.com,(540) 896-6615,,"Distributor, Grower, Packer, Shipper, Produce,","Fresh Cut, Herbs, Lettuce, Organic,",Http://www.freshherbs.com
Shin Produce Inc,,PO BOX 935,REEDLEY,CA,93654-0935,USA,(559) 637-1887,,(559) 637-1948,,"Buying Broker, Shipper, Produce,","Grapes, Mixed Vegetables, Romaine, Squash, Tomatoes,",
Sigma Sales Inc,,PO BOX 1683,NOGALES,AZ,85628-1683,USA,(520) 281-1900,,(520) 281-4468,,"Broker, Distributor, Shipper, Produce,","Cherry Tomatoes, Cucumbers, Eggplant, Mixed Vegetables, Peppers, Squash, Tomatoes, Vegetables,",
"Smith Co, The Andrew",,PO Box 7296,SPRECKLES,CA,93962-7296,USA,(831) 757-2230,,(831) 424-9554,,"Broker, Fresh Cut Processor, Shipper, Produce,","Cabbage, Cantaloupes, Celery, Honeydew Melons, Lettuce, Romaine,",
"Smith Packing Corp, H",,"99 Fort Fairfield Rd, Ste 1",PRESQUE ISLE,ME,4769,USA,(207) 764-4540,,(207) 764-2816,,"Grower, Packer, Shipper, Produce,","Broccoli, Potatoes, Seed Potatoes, Squash,",Http://www.smithsfarm.com
"Smith Produce, Randy",,60 W LIBERTY RD,GRIDLEY,CA,95948-9323,USA,(530) 846-6338,,(530) 846-0456,,"Broker, Retailer, Shipper, Wholesaler, Produce,","Apricots, Melons, Nectarines, Oranges, Peaches, Plums, Watermelons,",
Soik Sales Inc,,6213 COUNTY ROAD HH,STEVENS POINT,WI,54481-9765,USA,(715) 344-1515,,(715) 344-5480,,"Broker, Shipper, Produce,","Potatoes,",
Source Organic,,PO Box 1218,SOQUEL,CA,95063-1218,USA,(831) 462-5870,mmeyer@albertsorganics.com,(831) 476-8002,,"Jobber, Shipper, Produce,","Fruits, Organic, Vegetables,",Http://www.albertsorganics.com
Southeast Farms Inc,,PO BOX 185,VANDEMERE,NC,28587-0185,USA,(252) 745-8393,,(252) 745-4715,,"Buying Broker, Broker, Shipper, Produce,","Cabbage, Fruits, Potatoes, Vegetables,",
Southern Corporate Packers Inc,,1815 HWY 41 N,CORDELE,GA,31015-9698,USA,(800) 294-6969,,,,"Grower, Shipper, Produce,","Watermelons,",
Southern Corporate Packers Inc,,& 9 BLDG 16 RR 13,LAUREL,DE,19956,USA,(800) 294-6969,,,,"Grower, Shipper, Produce,","Watermelons,",
Southern Specialties Inc,,"3500 Piedmont Rd NE, Ste 300",ATLANTA,GA,30305-1526,USA,(404) 949-0944,,(404) 949-0744,,"Grower, Importer, Processor, Repacker, Shipper, Produce,","Anaheim, Artichokes, Asparagus, Baby Corn, Baby Eggplant, Baby Lettuce, Baby TearDropTomatoes, Baby Vegetables, Belgian Endive, Blackberries, Blueberries, Carrots, Cherimoya, Cherries, Chilean Fruit, Chili, Coconuts, French Beans, French Beans, Frisee, Habanero Chili, Japanese Eggplant, Jicama, Mangoes, Mini Carrot, Organic, Oriental Fruits, Oriental Vegetables, Papayas, Passion Fruit, Plantain, PMA Member, Poblano, Radicchio, Raspberries, Seedless Cucumbers, Shallots, Snowpeas, Specialty Fruit, Star Fruit (Carambola), Sugar Snap Peas, Tomatillo, Tomatoes, Tropical Fruits, Tropical Vegetables,",Http://www.southernspecialties.com
Southern Specialties Inc,,6830 Artesia Blvd,BUENA PARK,CA,90620-1015,USA,(714) 228-9099,pklimczak@southspec.com,(714) 228-9805,,"Grower, Importer, Processor, Repacker, Shipper, Produce,","Anaheim, Artichokes, Asparagus, Baby Corn, Baby Eggplant, Baby Lettuce, Baby TearDropTomatoes, Baby Vegetables, Belgian Endive, Blackberries, Blueberries, Carrots, Cherimoya, Cherries, Chilean Fruit, Chili, Coconuts, French Beans, French Beans, Frisee, Habanero Chili, Japanese Eggplant, Jicama, Mangoes, Mini Carrot, Organic, Oriental Fruits, Oriental Vegetables, Papayas, Passion Fruit, Plantain, PMA Member, Poblano, Radicchio, Raspberries, Seedless Cucumbers, Shallots, Snowpeas, Specialty Fruit, Star Fruit (Carambola), Sugar Snap Peas, Tomatillo, Tomatoes, Tropical Fruits, Tropical Vegetables,",Http://www.southernspecialties.com
Spectrum Produce Distributing Inc,,605 N McNab,NOGALES,AZ,85621,USA,(520) 281-2922,,(520) 281-4244,,"Buying Broker, Distributor, Exporter, Grower, Importer, Packer, Shipper, Produce,","Asian Pear, Cantaloupes, Cucumbers, Eggplant, Grapes, Honeydew Melons, Mangoes, Nectarines, Onions, Peaches, Peppers, Squash, Tomatoes, Watermelons,",
Spice World Inc,,500 Enterprise Pkwy,COALINGA,CA,93210-9513,USA,(559) 934-1763,,(559) 934-1043,,"Exporter, Grower, Importer, Packer, Shipper, Produce,","Garlic,",
Splendid Products LLC,,1011 CADILLAC WAY,BURLINGAME,CA,94010-2503,USA,(650) 342-4525,larry@splendidproducts.com,(650) 342-3180,,"Broker, Shipper, Produce,","Citrus Fruits, Fruits, Grapefruit, Limes, Mangoes, Oranges, PMA Member, Tropical Fruits, Vegetables,",Http://www.splendidproducts.com
Splendid Products of Arizona LLC,,450 W Gold Hill Rd Ste 1,NOGALES,AZ,85621,USA,(520) 281-1314,tom@splendidproducts.com,(520) 281-1692,,"Broker, Shipper, Produce,","Fruits, Limes, Mangoes, PMA Member, Tropical Fruits, Vegetables,",
Spud City Sales LLC,,PO Box 107,STEVENS POINT,WI,54481,USA,(715) 254-0580,tlundgren@spudcitysales.com,(715) 254-0584,,"Buying Broker, Broker, Grower, Shipper, Produce,","Onions, Potatoes,",Http://www.spudcitysales.com
"Stambaugh & Co Inc, John F",,PO BOX 165,PLYMOUTH,OH,44865-0165,USA,(419) 687-6833,,(419) 687-8243,,"Grower, Packer, Shipper, Produce,","Onions, Potatoes,",
Stonehill Produce Inc,,PO BOX 916,DANA POINT,CA,92629-0916,USA,(949) 488-9613,slattery@stonehillproduce.com,(949) 488-3654,,"Buying Broker, Broker, Distributor, Shipper, Produce,","Avocados, Citrus Fruits, Fruits, Onions, Vegetables,",
Strube Celery & Vegetable Co,,"2404 S Wolcott Ave, Units 16-20",CHICAGO,IL,60608-5390,USA,(773) 446-4000,lstrube@strube.com,(312) 829-5378,,"Buying Broker, Buyer, Distributor, Exporter, Food Service, Importer, Jobber, Repacker, Shipper, Supplier, Allied, Wholesaler, Produce,","Avocados, Berries, Cabbage, Carrots, Celery, Citrus Fruits, Garlic, Grapefruit, Grapes, Green Onions, Horseradish, Hothouse Veg, Lettuce, Limes, Nectarines, Onion Sets, Onions, Oranges, Parsnips, Peaches, Peaches, Plums, PMA Member, Radishes, Spices, Sweet Corn, Sweet Potatoes, Tomatoes, Vegetables,",Http://www.strube.com
Subedar Inc dba Growers Marketing,,PO BOX 13219,FRESNO,CA,93794-3219,USA,(559) 229-4622,marci@growersmarketing.com,(559) 229-4669,,"Distributor, Shipper, Produce,","Apricots, Grapes, Nectarines, Peaches, Persimmons, Plums, Pomegranates,",
"Suda Farms, Paul",,6609 County Rd 8,GRAFTON,ND,58237,USA,(701) 352-3372,sudap@polar.polarcomm.com,(701) 352-0971,,"Grower, Packer, Shipper, Produce,","Potatoes,",
Summit Farms LLC,,53943 COUNTY ROAD B,CENTER,CO,81125-9706,USA,(719) 754-3613,steve@summitfarms.biz,(719) 754-2529,,"Grower, Shipper, Supplier, Allied, Produce,","Potatoes,",
Sun Belle Inc,,4545 James Pl,MELROSE PARK,IL,60160-1006,USA,(708) 343-4545,salesch@sun-belle.com,(708) 343-6611,,"Broker, Distributor, Exporter, Importer, Sales Agency, Shipper, Produce,","Asparagus, Blackberries, Blueberries, Eggplant, Fruits, Papayas, Peppers, Raspberries, Star Fruit (Carambola), Tomatoes, Vegetables,",
